author,orcid,affiliation,affiliation_type,country,paper_title,paper_year,paper_doi,paper_venue,author_position,topic_query,n_relevant_papers,industry_flag,score
Rui Zhou,,Xi’an University,academic,CN,The mechanism of electrolyte temperature in modulating electrical insulation and thermal conductivity of anodic oxide coatings on 6061 aluminum alloy,2026,https://doi.org/10.1016/j.surfcoat.2026.133452,Surface and Coatings Technology,middle,advanced packaging thermal resistance high power,1,0,16
Ruihan Xu,0000-0001-7159-5935,University of Hong Kong,academic,HK,Diamond Sensor Technologies: From Multi Stimulus to Quantum,2026,https://doi.org/10.3390/mi17010118,Micromachines,middle,diamond photonics thermal integration,1,0,16
Ruiyang Pang,,Nanjing University of Posts and Telecommunications,academic,CN,Research on Intelligent Thermal Optimization for Chiplet-Based Heterogeneously Integrated AI Chip Embedded with Leaf-Vein-Inspired Fractal Microchannels,2026,https://doi.org/10.3390/ma19040679,Materials,middle,chiplet package thermal hotspot mitigation,1,0,16
Ruo‐Zhou Li,0000-0002-2615-9349,Nanjing University of Posts and Telecommunications,academic,CN,Non-Dewetting Cu@Ag Bimodal Nanoparticle Paste and Low-Temperature Pressureless Sintering for Electronic Packaging,2026,https://doi.org/10.1021/acsanm.5c05775,ACS Applied Nano Materials,middle,advanced packaging thermal resistance high power,1,0,16
Ryan DePree,,Michigan State University,academic,US,Advances and future perspectives of diamond microchannel heat sinks for high heat flux thermal management,2026,https://doi.org/10.1016/j.applthermaleng.2026.131241,Applied Thermal Engineering,middle,GaN-on-diamond thermal management,1,0,16
S H Kim,,Pennsylvania State University,academic,US,High Thermal Conductivity Transfer-Printed Polycrystalline Diamond Membranes for Device- and Chip-Level Thermal Management,2026,https://doi.org/10.1021/acsaelm.6c00310,ACS Applied Electronic Materials,middle,GaN-on-diamond thermal management,1,0,16
S S Li,,Xidian University,academic,CN,Recent progress on GaN-on-GaN technology for RF applications,2026,https://doi.org/10.1088/1361-6463/ae74df,Journal of Physics D Applied Physics,middle,advanced packaging thermal resistance high power,1,0,16
S. Wang,0009-0003-6261-2379,Shanghai Maritime University,academic,CN,Advanced Chip-Level Thermal Management Technologies for High-Power Integrated Processors: A Review,2026,https://doi.org/10.3390/en19143304,Energies,middle,near-junction thermal management high power density,1,0,16
S. Y. Park,0009-0004-6233-9971,Carnegie Mellon University,academic,US,Enhanced Thermal Management in GaN Superlattice Castellated Field Effect Transistors,2026,https://doi.org/10.1109/led.2026.3696134,IEEE Electron Device Letters,middle,GaN-on-diamond thermal management,1,0,16
Sathish Thanikodi,,Saveetha University,academic,IN,hBN-rich graphene oxide–based hybrid thermal interface materials for enhanced insulation and thermal stability in electronic packaging,2026,https://doi.org/10.1007/s10854-026-17292-y,Journal of Materials Science Materials in Electronics,middle,advanced packaging thermal resistance high power,1,0,16
Sen Huang,0000-0002-5980-3161,Institute of Microelectronics,academic,SG,Low thermal boundary resistance and reduced junction temperature in GaN HEMTs via AlN-mediated top-side diamond integration,2026,https://doi.org/10.1088/1361-6641/ae5ccc,Semiconductor Science and Technology,middle,GaN-on-diamond thermal management,1,0,16
Sen Huang,,Chinese Academy of Sciences,academic,CN,Investigation of N-polar GaN-diamond heterogeneous integration enabled by in-situ sputtered aluminum nitride interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113310,Diamond and Related Materials,middle,thermal boundary resistance GaN diamond,1,0,16
Sen Zhang,,Harbin Institute of Technology,academic,CN,High-temperature stable growth of thick polycrystalline diamond film on GaN enabled by a SiNx/Si double interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113769,Diamond and Related Materials,middle,GaN-on-diamond thermal management,1,0,16
Shang‐Heng Li,,Changchun University of Science and Technology,academic,CN,Diamond Metasurface‐Based Optical Tweezers With Enhanced Robustness,2026,https://doi.org/10.1002/advs.202524086,Advanced Science,middle,diamond photonics thermal integration,1,0,16
Sheng Liu,,Wuhan University of Technology,academic,CN,Multiscale investigation of thermal transport in β-Ga2O3-based heterointerfaces enabled by machine learning potential: cross-scale parameter,2026,https://doi.org/10.1038/s41524-026-02007-y,npj Computational Materials,middle,diamond heat spreader electronics,1,0,16
Shijie Pan,0000-0002-0793-8806,Beijing University of Technology,academic,CN,Micro-array-enhanced structure–function analysis of effective thermal boundary resistance in GaN/SiN <i>x</i> /diamond heterostructures,2026,https://doi.org/10.1063/5.0333406,Applied Physics Letters,middle,thermal boundary resistance GaN diamond,1,0,16
Shijun Wang,0000-0002-5654-8118,Guangdong University of Technology,academic,CN,Real-time 3D thermal prediction for advanced packaging via machine learning,2026,https://doi.org/10.1016/j.ijheatmasstransfer.2026.128936,International Journal of Heat and Mass Transfer,middle,advanced packaging thermal resistance high power,1,0,16
Shiming Li,0000-0003-0977-040X,Xidian University,academic,CN,MD-modified DMM analysis of thermal boundary resistance in diamond/GaN heterostructures,2026,https://doi.org/10.1063/5.0325406,Applied Physics Letters,middle,GaN-on-diamond thermal management,1,0,16
Shiming Li,,Xidian University,academic,CN,Engineering thermal transport across GaN/diamond interfaces: multifactor regulation and phonon bridge mechanisms elucidated by molecular dynamics,2026,https://doi.org/10.1016/j.apsusc.2026.166260,Applied Surface Science,middle,thermal boundary resistance GaN diamond,1,0,16
Shiming Li,0000-0003-0977-040X,Xidian University,academic,CN,Recent Advances in Diamond-Capped GaN HEMTs for RF Application,2026,https://doi.org/10.3390/nano16040224,Nanomaterials,middle,thermal boundary resistance GaN diamond,1,0,16
Shisong Luo,,Rice University,academic,US,Scalable selective-area diamond growth for thermal management applications,2026,https://doi.org/10.1063/5.0319930,Applied Physics Letters,middle,GaN-on-diamond thermal management,1,0,16
Shisong Luo,,Rice University,academic,US,Diamond Epilayers with Subnanometer Surface Roughness for Enhanced Device Performance,2026,https://doi.org/10.1021/acsaelm.5c02384,ACS Applied Electronic Materials,middle,CVD diamond substrate power electronics,1,0,16
Shiwei Feng,0000-0001-9038-8309,Beijing University of Technology,academic,CN,Micro-array-enhanced structure–function analysis of effective thermal boundary resistance in GaN/SiN <i>x</i> /diamond heterostructures,2026,https://doi.org/10.1063/5.0333406,Applied Physics Letters,middle,thermal boundary resistance GaN diamond,1,0,16
Shiyu Chen,,Dalian University of Technology,academic,CN,EDL-Catalyzed Phase-Field Modeling and Numerically Attentive Interpolation Framework for the Intelligent Design of Cu@Ag Core-Shell Nanoparticles,2026,https://doi.org/10.1016/j.jmat.2026.101287,Journal of Materiomics,middle,advanced packaging thermal resistance high power,1,0,16
Shuo-Heng Wang,0009-0000-4817-3240,Beijing University of Technology,academic,CN,Electro-thermo-elastic contact instability between insulating substrate and heat spreader,2026,https://doi.org/10.1016/j.compstruct.2026.120639,Composite Structures,middle,advanced packaging thermal resistance high power,1,0,16
Shuyuan Lin,0009-0003-7058-1429,State Key Laboratory of Food Science and Technology,academic,CN,"Microfluidic cooling for high-heat-flux chips: Thermal-path compression, bottleneck migration and near-junction limits",2026,https://doi.org/10.70401/tx.2026.0024,Thermo-X,middle,diamond heat spreader electronics,1,0,16
Sichen Liu,,Beijing Institute of Technology,academic,CN,Emerging Advanced Electronic Packaging Materials for Thermal Management in Power Electronics,2026,https://doi.org/10.1002/advs.202524348,Advanced Science,middle,advanced packaging thermal resistance high power,1,0,16
Sihui Hong,0000-0002-1367-3402,Zhejiang University,academic,CN,Heat flux-dependent partial discharge behavior in a two-phase fluorinated liquid: Role of the microstructured heating surface,2026,https://doi.org/10.1063/5.0319532,Applied Physics Letters,middle,near-junction thermal management high power density,1,0,16
Si‐Rui Wang,,Ministry of Education,academic,NZ,Diamond Metasurface‐Based Optical Tweezers With Enhanced Robustness,2026,https://doi.org/10.1002/advs.202524086,Advanced Science,middle,diamond photonics thermal integration,1,0,16
Sonia Eloued,0000-0002-2928-2430,University of Sousse,academic,TN,A Review of Thermal Management Techniques Adopted for High-Power-Density GaN-Based Converters,2026,https://doi.org/10.3390/chips5010004,Chips,middle,GaN-on-diamond thermal management,1,0,16
Srikanth Rangarajan,,Binghamton University,academic,US,"Special Section on Silicon-Package-Rack-Data Center Thermal Management: Challenges, Opportunities, and Solutions",2026,https://doi.org/10.1115/1.4071357,Journal of Electronic Packaging,middle,co-packaged optics thermal management,1,0,16
Stephan Handschuh‐Wang,0000-0002-7822-5256,Shenzhen Technology University,academic,CN,Enhanced thermal performances of high-power LED by diamond packaging,2026,https://doi.org/10.1016/j.diamond.2026.113352,Diamond and Related Materials,middle,diamond heat spreader electronics,1,0,16
Tae Kyoung Kim,0000-0002-7406-7537,Wantveld,academic,NL,High Thermal Conductivity Transfer-Printed Polycrystalline Diamond Membranes for Device- and Chip-Level Thermal Management,2026,https://doi.org/10.1021/acsaelm.6c00310,ACS Applied Electronic Materials,middle,GaN-on-diamond thermal management,1,0,16
Tariq Jamil,0000-0002-7321-4654,University of South Carolina,academic,US,Enhanced Thermal Management in GaN Superlattice Castellated Field Effect Transistors,2026,https://doi.org/10.1109/led.2026.3696134,IEEE Electron Device Letters,middle,GaN-on-diamond thermal management,1,0,16
Tazbiul Hasan,,University of South Carolina,academic,US,Enhanced Thermal Management in GaN Superlattice Castellated Field Effect Transistors,2026,https://doi.org/10.1109/led.2026.3696134,IEEE Electron Device Letters,middle,GaN-on-diamond thermal management,1,0,16
Thu Bui,0000-0001-5619-392X,National Taiwan University,academic,TW,3D Heterogeneous Integration of Back-Emitting VCSEL Arrays via Flip-Chip Bonding for Co-Packaged Optics Systems,2026,https://doi.org/10.1109/jstqe.2025.3650463,IEEE Journal of Selected Topics in Quantum Electronics,middle,co-packaged optics thermal management,1,0,16
Tia Gray,0000-0002-9957-2898,Rice University,academic,US,Diamond Epilayers with Subnanometer Surface Roughness for Enhanced Device Performance,2026,https://doi.org/10.1021/acsaelm.5c02384,ACS Applied Electronic Materials,middle,CVD diamond substrate power electronics,1,0,16
Tiqing Zhao,0009-0007-6849-9193,Institut de Recherche et d’Innovation,academic,FR,Diamond Sensor Technologies: From Multi Stimulus to Quantum,2026,https://doi.org/10.3390/mi17010118,Micromachines,middle,diamond photonics thermal integration,1,0,16
Tymofii Pieshkov,,Rice University,academic,US,Diamond Epilayers with Subnanometer Surface Roughness for Enhanced Device Performance,2026,https://doi.org/10.1021/acsaelm.5c02384,ACS Applied Electronic Materials,middle,CVD diamond substrate power electronics,1,0,16
W J Wang,,Xi'an Jiaotong University,academic,CN,The role of metal interlayer microstructure in thermal transport across diamond/GaN heterointerfaces,2026,https://doi.org/10.1016/j.apsusc.2026.167514,Applied Surface Science,middle,GaN-on-diamond thermal management,1,0,16
Wang Zhang,0000-0002-5180-3618,Shenzhen Technology University,academic,CN,Enhanced thermal performances of high-power LED by diamond packaging,2026,https://doi.org/10.1016/j.diamond.2026.113352,Diamond and Related Materials,middle,diamond heat spreader electronics,1,0,16
Wangchao Yuan,,Jiaxing University,academic,CN,Emerging Advanced Electronic Packaging Materials for Thermal Management in Power Electronics,2026,https://doi.org/10.1002/advs.202524348,Advanced Science,middle,advanced packaging thermal resistance high power,1,0,16
Wei Shen,,Wuhan University of Technology,academic,CN,Near-junction thermal management for GaN/diamond HEMTs in extreme environments based on multiscale thermal simulation,2026,https://doi.org/10.1016/j.icheatmasstransfer.2026.111225,International Communications in Heat and Mass Transfer,middle,GaN-on-diamond thermal management,1,0,16
Wei Shen,0000-0001-8628-729X,Wuhan University of Technology,academic,CN,Multiscale investigation of thermal transport in β-Ga2O3-based heterointerfaces enabled by machine learning potential: cross-scale parameter,2026,https://doi.org/10.1038/s41524-026-02007-y,npj Computational Materials,middle,diamond heat spreader electronics,1,0,16
Wei Tan,0000-0002-9671-2816,Dalian University of Technology,academic,CN,EDL-Catalyzed Phase-Field Modeling and Numerically Attentive Interpolation Framework for the Intelligent Design of Cu@Ag Core-Shell Nanoparticles,2026,https://doi.org/10.1016/j.jmat.2026.101287,Journal of Materiomics,middle,advanced packaging thermal resistance high power,1,0,16
Wenjie Dou,,Ministry of Education,academic,NZ,Diamond Metasurface‐Based Optical Tweezers With Enhanced Robustness,2026,https://doi.org/10.1002/advs.202524086,Advanced Science,middle,diamond photonics thermal integration,1,0,16
Wenjun Liang,0009-0005-9171-6921,Institut de Recherche et d’Innovation,academic,FR,Diamond Sensor Technologies: From Multi Stimulus to Quantum,2026,https://doi.org/10.3390/mi17010118,Micromachines,middle,diamond photonics thermal integration,1,0,16
Wenqian Li,,Beijing Institute of Technology,academic,CN,Emerging Advanced Electronic Packaging Materials for Thermal Management in Power Electronics,2026,https://doi.org/10.1002/advs.202524348,Advanced Science,middle,advanced packaging thermal resistance high power,1,0,16
Wensi Yang,,Harbin Institute of Technology,academic,CN,High-temperature stable growth of thick polycrystalline diamond film on GaN enabled by a SiNx/Si double interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113769,Diamond and Related Materials,middle,GaN-on-diamond thermal management,1,0,16
Wentao Sun,,,unknown,,Liquid Metal Based Soft-Connected Packaging of Press-Pack SiC Power Module for Pressureless Interconnection and Double-Sided Cooling,2026,https://doi.org/10.1109/tpel.2026.3660323,IEEE Transactions on Power Electronics,middle,advanced packaging thermal resistance high power,1,0,16
Willem van Driel,,Delft University of Technology,academic,NL,Topology-optimised near-chip microfluidic cooling for high power electronics,2026,https://doi.org/10.1016/j.csite.2026.108358,Case Studies in Thermal Engineering,middle,advanced packaging thermal resistance high power,1,0,16
Xia Gao,0000-0001-7139-7883,State Key Laboratory of Chemical Engineering,academic,CN,A flexible and electrically insulative thermal interface material with ultrahigh liquid metal loading via high internal phase strategy,2026,https://doi.org/10.1016/j.cej.2026.179904,Chemical Engineering Journal,middle,advanced packaging thermal resistance high power,1,0,16
Xianfeng Ni,,Southeast University,academic,CN,RNSG-Assisted Growth of Diamond on GaN Using Ultrathin AlN Interlayers,2026,https://doi.org/10.1007/s11664-026-12825-x,Journal of Electronic Materials,middle,GaN-on-diamond thermal management,1,0,16
Xiang Gao,0000-0002-8229-2865,University of Science and Technology of China,academic,CN,Real-time 3D thermal prediction for advanced packaging via machine learning,2026,https://doi.org/10.1016/j.ijheatmasstransfer.2026.128936,International Journal of Heat and Mass Transfer,middle,advanced packaging thermal resistance high power,1,0,16
Xiangning Kang,0009-0002-1802-1670,Peking University,academic,CN,High-mobility AlGaN/GaN heterostructures directly grown on diamond (111) substrates using a high-temperature physical-vapor-deposition AlN nucleation layer,2026,https://doi.org/10.1063/5.0315800,Applied Physics Letters,middle,GaN-on-diamond thermal management,1,0,16
Xiangqian Xiu,,Nanjing University,academic,CN,Advances and challenges in single crystal diamond growth via microwave plasma chemical vapor deposition,2026,https://doi.org/10.1080/26941112.2026.2669069,Functional Diamond,middle,CVD diamond substrate power electronics,1,0,16
Xiangrong Chen,0009-0007-4337-3738,Zhejiang University,academic,CN,Heat flux-dependent partial discharge behavior in a two-phase fluorinated liquid: Role of the microstructured heating surface,2026,https://doi.org/10.1063/5.0319532,Applied Physics Letters,middle,near-junction thermal management high power density,1,0,16
Xiangyan Ding,0000-0002-8301-5499,Hebei University of Technology,academic,CN,Synergistic effects of grain boundary and crystallographic orientation on atomic level removal mechanism of polycrystalline diamond,2026,https://doi.org/10.1016/j.wear.2026.206558,Wear,middle,GaN-on-diamond thermal management,1,0,16
Xianshu Luo,,"Agency for Science, Technology and Research",academic,SG,Silicon carbide: a versatile CMOS-compatible material for integrated nonlinear and quantum photonics,2026,https://doi.org/10.1007/s44519-026-00007-5,PhotoniX Synergy,middle,diamond photonics thermal integration,1,0,16
Xiao Wu,,Xi’an University,academic,CN,The mechanism of electrolyte temperature in modulating electrical insulation and thermal conductivity of anodic oxide coatings on 6061 aluminum alloy,2026,https://doi.org/10.1016/j.surfcoat.2026.133452,Surface and Coatings Technology,middle,advanced packaging thermal resistance high power,1,0,16
Xiaohan He,0000-0002-2375-4476,Xidian University,academic,CN,Record- low thermal boundary resistance of GaN-on-diamond structure with ultra-high bonding rate via surface reconstruction bonding technique,2026,https://doi.org/10.1016/j.jallcom.2026.186906,Journal of Alloys and Compounds,middle,GaN-on-diamond thermal management,1,0,16
Xiaohua Ma,,Xidian University,academic,CN,MD-modified DMM analysis of thermal boundary resistance in diamond/GaN heterostructures,2026,https://doi.org/10.1063/5.0325406,Applied Physics Letters,middle,GaN-on-diamond thermal management,1,0,16
Xiaohua Ma,,Xidian University,academic,CN,Impact of Carbon Diffusion Induced Stress on the Properties of Diamond/GaN Heterojunctions,2026,https://doi.org/10.3390/nano16040241,Nanomaterials,middle,GaN-on-diamond thermal management,1,0,16
Xiaohua Ma,,Xidian University,academic,CN,Record- low thermal boundary resistance of GaN-on-diamond structure with ultra-high bonding rate via surface reconstruction bonding technique,2026,https://doi.org/10.1016/j.jallcom.2026.186906,Journal of Alloys and Compounds,middle,GaN-on-diamond thermal management,1,0,16
Xiaohua Ma,,Xidian University,academic,CN,Recent Advances in Diamond-Capped GaN HEMTs for RF Application,2026,https://doi.org/10.3390/nano16040224,Nanomaterials,middle,thermal boundary resistance GaN diamond,1,0,16
Xiaohua Ma,0000-0002-1331-6253,Xidian University,academic,CN,Recent progress on GaN-on-GaN technology for RF applications,2026,https://doi.org/10.1088/1361-6463/ae74df,Journal of Physics D Applied Physics,middle,advanced packaging thermal resistance high power,1,0,16
Xin Chen,,Beijing Institute of Technology,academic,CN,Emerging Advanced Electronic Packaging Materials for Thermal Management in Power Electronics,2026,https://doi.org/10.1002/advs.202524348,Advanced Science,middle,advanced packaging thermal resistance high power,1,0,16
Xing Zhang,0000-0002-7730-9212,Xiamen University of Technology,academic,CN,High-mobility AlGaN/GaN heterostructures directly grown on diamond (111) substrates using a high-temperature physical-vapor-deposition AlN nucleation layer,2026,https://doi.org/10.1063/5.0315800,Applied Physics Letters,middle,GaN-on-diamond thermal management,1,0,16
Xinguo Gao,,Institute of Microelectronics,academic,SG,Low thermal boundary resistance and reduced junction temperature in GaN HEMTs via AlN-mediated top-side diamond integration,2026,https://doi.org/10.1088/1361-6641/ae5ccc,Semiconductor Science and Technology,middle,GaN-on-diamond thermal management,1,0,16
Xingyu Fu,,Peking University,academic,CN,High-mobility AlGaN/GaN heterostructures directly grown on diamond (111) substrates using a high-temperature physical-vapor-deposition AlN nucleation layer,2026,https://doi.org/10.1063/5.0315800,Applied Physics Letters,middle,GaN-on-diamond thermal management,1,0,16
Xingzhong Fu,,Hebei Semiconductor Research Institute,academic,CN,X-Band GaN HEMTs on Diamond Substrate With Record RF Output Power Density of 25 W/mm and Low Channel Temperature,2026,https://doi.org/10.1109/ted.2026.3691328,IEEE Transactions on Electron Devices,middle,thermal boundary resistance GaN diamond,1,0,16
Xinhua Wang,,Institute of Microelectronics,academic,SG,Low thermal boundary resistance and reduced junction temperature in GaN HEMTs via AlN-mediated top-side diamond integration,2026,https://doi.org/10.1088/1361-6641/ae5ccc,Semiconductor Science and Technology,middle,GaN-on-diamond thermal management,1,0,16
Xinhua Wang,,Chinese Academy of Sciences,academic,CN,Investigation of N-polar GaN-diamond heterogeneous integration enabled by in-situ sputtered aluminum nitride interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113310,Diamond and Related Materials,middle,thermal boundary resistance GaN diamond,1,0,16
Xinlei Hua,,Shanghai Maritime University,academic,CN,Advanced Chip-Level Thermal Management Technologies for High-Power Integrated Processors: A Review,2026,https://doi.org/10.3390/en19143304,Energies,middle,near-junction thermal management high power density,1,0,16
Xinqiang Wang,,Peking University,academic,CN,High-mobility AlGaN/GaN heterostructures directly grown on diamond (111) substrates using a high-temperature physical-vapor-deposition AlN nucleation layer,2026,https://doi.org/10.1063/5.0315800,Applied Physics Letters,middle,GaN-on-diamond thermal management,1,0,16
Xinqing Gao,,Shenzhen Technology University,academic,CN,Enhanced thermal performances of high-power LED by diamond packaging,2026,https://doi.org/10.1016/j.diamond.2026.113352,Diamond and Related Materials,middle,diamond heat spreader electronics,1,0,16
Xinxing Duan,,Zhejiang University,academic,CN,Heat flux-dependent partial discharge behavior in a two-phase fluorinated liquid: Role of the microstructured heating surface,2026,https://doi.org/10.1063/5.0319532,Applied Physics Letters,middle,near-junction thermal management high power density,1,0,16
Xinyu Lu,,Hebei University,academic,CN,"Recent progress in thermal management materials for electronic devices: interfacial thermal resistance regulation, thermal network construction, and device reliability boundaries",2026,https://doi.org/10.1007/s10854-026-17969-4,Journal of Materials Science Materials in Electronics,middle,advanced packaging thermal resistance high power,1,0,16
Xu Zou,0000-0002-2833-944X,Xidian University,academic,CN,MD-modified DMM analysis of thermal boundary resistance in diamond/GaN heterostructures,2026,https://doi.org/10.1063/5.0325406,Applied Physics Letters,middle,GaN-on-diamond thermal management,1,0,16
Xu Zou,,Xidian University,academic,CN,Record- low thermal boundary resistance of GaN-on-diamond structure with ultra-high bonding rate via surface reconstruction bonding technique,2026,https://doi.org/10.1016/j.jallcom.2026.186906,Journal of Alloys and Compounds,middle,GaN-on-diamond thermal management,1,0,16
Xuan Liu,0000-0001-5325-0685,Peking University,academic,CN,High-mobility AlGaN/GaN heterostructures directly grown on diamond (111) substrates using a high-temperature physical-vapor-deposition AlN nucleation layer,2026,https://doi.org/10.1063/5.0315800,Applied Physics Letters,middle,GaN-on-diamond thermal management,1,0,16
Xuanyu Zhou,0009-0008-2093-1335,"University at Buffalo, State University of New York",academic,US,High Thermal Conductivity Transfer-Printed Polycrystalline Diamond Membranes for Device- and Chip-Level Thermal Management,2026,https://doi.org/10.1021/acsaelm.6c00310,ACS Applied Electronic Materials,middle,GaN-on-diamond thermal management,1,0,16
Xuelin Yang,0000-0001-5152-5075,Peking University,academic,CN,High-mobility AlGaN/GaN heterostructures directly grown on diamond (111) substrates using a high-temperature physical-vapor-deposition AlN nucleation layer,2026,https://doi.org/10.1063/5.0315800,Applied Physics Letters,middle,GaN-on-diamond thermal management,1,0,16
Xuesong Mei,0000-0001-6505-2774,Xi'an Jiaotong University,academic,CN,The role of metal interlayer microstructure in thermal transport across diamond/GaN heterointerfaces,2026,https://doi.org/10.1016/j.apsusc.2026.167514,Applied Surface Science,middle,GaN-on-diamond thermal management,1,0,16
Yang Fu,,Beijing Institute of Technology,academic,CN,Emerging Advanced Electronic Packaging Materials for Thermal Management in Power Electronics,2026,https://doi.org/10.1002/advs.202524348,Advanced Science,middle,advanced packaging thermal resistance high power,1,0,16
Yang Lu,,City University of Hong Kong,academic,HK,The role of metal interlayer microstructure in thermal transport across diamond/GaN heterointerfaces,2026,https://doi.org/10.1016/j.apsusc.2026.167514,Applied Surface Science,middle,GaN-on-diamond thermal management,1,0,16
Yanhui Feng,,University of Science and Technology Beijing,academic,CN,Rational thermal design of 2.5D heterogeneously integrated systems via topology optimization coupled with micro-rib texturing,2026,https://doi.org/10.1016/j.ijheatmasstransfer.2026.129202,International Journal of Heat and Mass Transfer,middle,advanced packaging thermal resistance high power,1,0,16
Yaqi Hou,,Fudan University,academic,CN,High-thermal-conductivity polycrystalline diamond grown on GaN via a cyclic-methane-modulation-assisted strategy,2026,https://doi.org/10.1063/5.0340227,Applied Physics Letters,middle,thermal boundary resistance GaN diamond,1,0,16
Yi Teng,,Nanjing University of Posts and Telecommunications,academic,CN,Research on Intelligent Thermal Optimization for Chiplet-Based Heterogeneously Integrated AI Chip Embedded with Leaf-Vein-Inspired Fractal Microchannels,2026,https://doi.org/10.3390/ma19040679,Materials,middle,chiplet package thermal hotspot mitigation,1,0,16
Yichang Wu,,Hebei Semiconductor Research Institute,academic,CN,X-Band GaN HEMTs on Diamond Substrate With Record RF Output Power Density of 25 W/mm and Low Channel Temperature,2026,https://doi.org/10.1109/ted.2026.3691328,IEEE Transactions on Electron Devices,middle,thermal boundary resistance GaN diamond,1,0,16
Yicun Li,,Harbin Institute of Technology,academic,CN,High-temperature stable growth of thick polycrystalline diamond film on GaN enabled by a SiNx/Si double interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113769,Diamond and Related Materials,middle,GaN-on-diamond thermal management,1,0,16
Yifei Liu,,Shanghai Jiao Tong University,academic,CN,The mechanism of electrolyte temperature in modulating electrical insulation and thermal conductivity of anodic oxide coatings on 6061 aluminum alloy,2026,https://doi.org/10.1016/j.surfcoat.2026.133452,Surface and Coatings Technology,middle,advanced packaging thermal resistance high power,1,0,16
Yingkui Zheng,,Institute of Microelectronics,academic,SG,Low thermal boundary resistance and reduced junction temperature in GaN HEMTs via AlN-mediated top-side diamond integration,2026,https://doi.org/10.1088/1361-6641/ae5ccc,Semiconductor Science and Technology,middle,GaN-on-diamond thermal management,1,0,16
Yipeng Liu,,Huazhong University of Science and Technology,academic,CN,Near-junction cooling technology for SiC power modules driven in-situ by thermoelectric effect,2026,https://doi.org/10.1016/j.applthermaleng.2026.132201,Applied Thermal Engineering,middle,near-junction thermal management high power density,1,0,16
Yong Zhang,0000-0003-2179-3698,University of Hong Kong,academic,HK,Diamond Sensor Technologies: From Multi Stimulus to Quantum,2026,https://doi.org/10.3390/mi17010118,Micromachines,middle,diamond photonics thermal integration,1,0,16
Yongfeng Dong,,Henan University of Technology,academic,CN,"Nanocopper-based low-temperature interconnection technology: advances in material systems, sintering mechanisms and packaging applications",2026,https://doi.org/10.1108/ssmt-01-2026-0006,Soldering and Surface Mount Technology,middle,advanced packaging thermal resistance high power,1,0,16
Yong‐Yang Zhu,,Ministry of Education,academic,NZ,Diamond Metasurface‐Based Optical Tweezers With Enhanced Robustness,2026,https://doi.org/10.1002/advs.202524086,Advanced Science,middle,diamond photonics thermal integration,1,0,16
Yu Chen,,Chinese Academy of Sciences,academic,CN,Investigation of N-polar GaN-diamond heterogeneous integration enabled by in-situ sputtered aluminum nitride interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113310,Diamond and Related Materials,middle,thermal boundary resistance GaN diamond,1,0,16
Yu Liang,,Nanjing University of Posts and Telecommunications,academic,CN,Research on Intelligent Thermal Optimization for Chiplet-Based Heterogeneously Integrated AI Chip Embedded with Leaf-Vein-Inspired Fractal Microchannels,2026,https://doi.org/10.3390/ma19040679,Materials,middle,chiplet package thermal hotspot mitigation,1,0,16
Yu Zhou,,University of Science and Technology of China,academic,CN,Investigation of N-polar GaN-diamond heterogeneous integration enabled by in-situ sputtered aluminum nitride interlayer,2026,https://doi.org/10.1016/j.diamond.2026.113310,Diamond and Related Materials,middle,thermal boundary resistance GaN diamond,1,0,16
Yuan Cheng,,Suzhou Research Institute,academic,CN,Emerging Advanced Electronic Packaging Materials for Thermal Management in Power Electronics,2026,https://doi.org/10.1002/advs.202524348,Advanced Science,middle,advanced packaging thermal resistance high power,1,0,16
Yuan Li,,Wuhan University of Technology,academic,CN,MD-modified DMM analysis of thermal boundary resistance in diamond/GaN heterostructures,2026,https://doi.org/10.1063/5.0325406,Applied Physics Letters,middle,GaN-on-diamond thermal management,1,0,16
Yuan Li,,Wuhan University,academic,CN,Record- low thermal boundary resistance of GaN-on-diamond structure with ultra-high bonding rate via surface reconstruction bonding technique,2026,https://doi.org/10.1016/j.jallcom.2026.186906,Journal of Alloys and Compounds,middle,GaN-on-diamond thermal management,1,0,16
Yuan Zhang,,Huazhong University of Science and Technology,academic,CN,Trimodal mediated superior sintering and fracture resistance mechanism in nano-metal interconnection,2026,https://doi.org/10.1016/j.matdes.2026.116221,Materials & Design,middle,advanced packaging thermal resistance high power,1,0,16
Yuan Zou,0000-0001-6634-3370,Suzhou University of Science and Technology,academic,CN,Non-Dewetting Cu@Ag Bimodal Nanoparticle Paste and Low-Temperature Pressureless Sintering for Electronic Packaging,2026,https://doi.org/10.1021/acsanm.5c05775,ACS Applied Nano Materials,middle,advanced packaging thermal resistance high power,1,0,16
Yuan-Jun Song,,Suzhou University of Science and Technology,academic,CN,Non-Dewetting Cu@Ag Bimodal Nanoparticle Paste and Low-Temperature Pressureless Sintering for Electronic Packaging,2026,https://doi.org/10.1021/acsanm.5c05775,ACS Applied Nano Materials,middle,advanced packaging thermal resistance high power,1,0,16
