author,orcid,affiliation,affiliation_type,country,paper_title,paper_year,paper_doi,paper_venue,author_position,topic_query,n_relevant_papers,industry_flag,score
Yun Huang,0000-0003-1549-1669,Chengdu University of Information Technology,academic,CN,Expanding the TM01-Mode MPCVD Reactor Based on Electromagnetic Mode Amplification for Potential 4-Inch Diamond Deposition,2026,https://doi.org/10.3390/pr14040645,Processes,middle,diamond thermal conductivity substrate,1,0,16
Yun Liu,,Shanghai Institute of Microsystem and Information Technology,academic,CN,Transfer printing of silicon-on-diamond with low thermal boundary resistance,2026,https://doi.org/10.35848/1347-4065/ae51d7,Japanese Journal of Applied Physics,middle,diamond thermal conductivity substrate,1,0,16
Yun Liu,0000-0001-9630-7610,Nanjing University of Posts and Telecommunications,academic,CN,Thermal–Electrical Fusion for Real-Time Condition Monitoring of IGBT Modules in Transportation Systems,2026,https://doi.org/10.3390/mi17020154,Micromachines,middle,power module baseplate thermal,1,0,16
Yunfei Zhang,0009-0009-8846-9455,Beijing University of Posts and Telecommunications,academic,CN,Optoelectronic co-simulation model for a 3D integrated structure with TSVs based on a micro-ring modulator and driver,2026,https://doi.org/10.1364/ao.592624,Applied Optics,middle,co-packaged optics thermal,1,0,16
Yung-Yi Cheng,,Asia University,academic,TW,Numerical investigation of tesla valve-based liquid cooling system with diamond substrate and thermal interface materials for high-power GaN device thermal management,2026,https://doi.org/10.1016/j.rineng.2026.112261,Results in Engineering,middle,diamond thermal conductivity substrate,1,0,16
Yuntae LEE,0009-0005-1183-3782,,unknown,,Reliability-Oriented Design of Low-Temperature Sn–Bi Solder Interconnects for Advanced Packaging Systems,2026,https://doi.org/10.59277/romjist.2026.3.06,Romanian Journal of Information Science and Technology,middle,chiplet package thermal,1,0,16
Yunxiao Wu,,Chongqing University,academic,CN,Active Thermal Management of IGBT Modules in Electric Vehicle Inverters Under CLTC Driving Cycles Using Multi-Parameter Fuzzy Control,2026,https://doi.org/10.3390/app16168166,Applied Sciences,middle,IGBT module thermal fatigue,1,0,16
Yuqing Dou,,Shandong University,academic,CN,Diamond-integrated n-type SiC composite substrate for improved heat dissipation and current conduction,2026,https://doi.org/10.1016/j.matlet.2026.141384,Materials Letters,middle,diamond heat spreader,1,0,16
Yuqing Zou,,Henan University of Technology,academic,CN,A nacre-inspired metal-resin bicontinuous composite bond for grinding tools: synergizing strength and self-sharpening through progressive controlled wear,2026,https://doi.org/10.1016/j.compositesa.2026.109997,Composites Part A Applied Science and Manufacturing,middle,copper diamond composite,1,0,16
Yuting Yang,,"China University of Petroleum, East China",academic,CN,Interfacial thermal transport and phonon localization in GaN-nanowire based nanostructures on SiC substrate,2026,https://doi.org/10.1016/j.ijheatmasstransfer.2026.129413,International Journal of Heat and Mass Transfer,middle,thermal boundary resistance GaN,1,0,16
Yuwei Zhou,0000-0003-1650-859X,Xidian University,academic,CN,Linearity enhancement of AlGaN/GaN/graded-Al <sub>0.1–0.25</sub> GaN: Si-doped/GaN double channel HEMT,2026,https://doi.org/10.1088/1361-6463/ae4ab8,Journal of Physics D Applied Physics,middle,GaN HEMT thermal management,1,0,16
Yuxia Feng,0000-0003-0307-1691,Beijing University of Technology,academic,CN,High-mobility AlGaN/GaN heterostructures directly grown on diamond (111) substrates using a high-temperature physical-vapor-deposition AlN nucleation layer,2026,https://doi.org/10.1063/5.0315800,Applied Physics Letters,middle,GaN diamond thermal,1,0,16
Yuxiang Chen,,University of Arkansas at Fayetteville,academic,US,"Review of Ultrafast Switching Power Modules: Trends, Challenges, and Technical Solutions",2026,https://doi.org/10.1109/tpel.2026.3666879,IEEE Transactions on Power Electronics,middle,wide bandgap power device packaging,1,0,16
Yuxiao Ma,,Wuhan University of Technology,academic,CN,Rapid Forecast of Device Transient Temperature Response at Wafer Level Through Transducer-Less Thermoreflectance Technique,2026,https://doi.org/10.1109/ted.2026.3669874,IEEE Transactions on Electron Devices,middle,GaN HEMT thermal management,1,0,16
Yuxin Niu,,"School of Aeronautics and Astronautics, Zhejiang University",academic,,Investigation of impact of heavy-ion irradiation on GaN HEMTs,2026,https://doi.org/10.1587/elex.23.20260116,IEICE Electronics Express,middle,GaN HEMT thermal management,1,0,16
Yuxin Wang,,Chinese Academy of Sciences,academic,CN,Piezotronic probe modulates the piezoelectric-electric-thermal coupling field in GaN power electronics,2026,https://doi.org/10.1039/d5nh00772k,Nanoscale Horizons,middle,GaN HEMT thermal management,1,0,16
Yuxin Ye,,Chinese Academy of Sciences,academic,CN,Synergistic thermal management of heterogeneous 2.5D integration: Embedded manifold microchannel cooling for high-flux heat dissipation and thermal crosstalk suppression,2026,https://doi.org/10.1016/j.applthermaleng.2026.131418,Applied Thermal Engineering,middle,chiplet package thermal,1,0,16
Yuxiu Liu,,Chinese Academy of Sciences,academic,CN,Piezotronic probe modulates the piezoelectric-electric-thermal coupling field in GaN power electronics,2026,https://doi.org/10.1039/d5nh00772k,Nanoscale Horizons,middle,GaN HEMT thermal management,1,0,16
Yuzheng Guo,,Wuhan University,academic,CN,"Wafer Warpage of Silicon Interposer in Manufacturing Processes for High Density 2.5D Advanced Packaging: Causes, Measurement, Analysis and Optimization",2026,https://doi.org/10.1016/j.fmre.2026.05.008,Fundamental Research,middle,chiplet package thermal,1,0,16
Yu‐Hsin Chen,,Cornell University,academic,US,XHEMTs on Ultrawide Bandgap Single‐Crystal AlN Substrates (Adv. Electron. Mater. 3/2026),2026,https://doi.org/10.1002/aelm.70252,Advanced Electronic Materials,middle,thermal boundary resistance GaN,1,0,16
Yu‐Jia Zeng,0000-0001-5662-0717,Hunan University of Science and Technology,academic,CN,Role of interfacial bonding and phonon spectral overlap in thermal transport across GaN/c-BN interfaces,2026,https://doi.org/10.1088/1674-1056/ae7e71,Chinese Physics B,middle,thermal boundary resistance GaN,1,0,16
Z.H Li,0009-0004-0927-5673,Wuhan University of Technology,academic,CN,"Wafer Warpage of Silicon Interposer in Manufacturing Processes for High Density 2.5D Advanced Packaging: Causes, Measurement, Analysis and Optimization",2026,https://doi.org/10.1016/j.fmre.2026.05.008,Fundamental Research,middle,chiplet package thermal,1,0,16
ZHANG Haitao,,Nanchang University,academic,CN,Dual-domain optimization multi-objective phonon grouping for non-fourier heat conduction,2026,https://doi.org/10.1016/j.ijheatmasstransfer.2026.128957,International Journal of Heat and Mass Transfer,middle,GaN diamond thermal,1,0,16
ZHANG Jianbo,,Jiangxi University of Science and Technology,academic,CN,"Research progress on preparation methods, interface modification, and first-principles calculation of diamond/copper composites",2026,https://doi.org/10.19591/j.cnki.cn11-1974/tf.2024110004,DOAJ (DOAJ: Directory of Open Access Journals),middle,copper diamond composite,1,0,16
ZHOU Wentao,,,unknown,,Heteroepitaxial technology for large-scale single-crystal diamond: from interface engineering to device applications,2026,,DOAJ (DOAJ: Directory of Open Access Journals),middle,diamond thermal conductivity substrate,1,0,16
ZHU Zhe,,,unknown,,Research status and trends of 3D printing of diamond composite materials,2026,,DOAJ (DOAJ: Directory of Open Access Journals),middle,copper diamond composite,1,0,16
Zeina Abdallah,0000-0002-4346-1902,University of Bristol,academic,GB,Thermal Characterization of 650 V GaN HEMTs on 200 mm Engineered Substrates,2026,https://doi.org/10.1109/led.2026.3666882,IEEE Electron Device Letters,middle,GaN HEMT thermal management,1,0,16
Zekun Yin,,Xi'an Jiaotong University,academic,CN,The role of metal interlayer microstructure in thermal transport across diamond/GaN heterointerfaces,2026,https://doi.org/10.1016/j.apsusc.2026.167514,Applied Surface Science,middle,GaN diamond thermal,1,0,16
Zeming Huang,,University of Shanghai for Science and Technology,academic,CN,Transfer printing of silicon-on-diamond with low thermal boundary resistance,2026,https://doi.org/10.35848/1347-4065/ae51d7,Japanese Journal of Applied Physics,middle,diamond thermal conductivity substrate,1,0,16
Zeming Tao,,Xiamen University of Technology,academic,CN,High-efficient and fast-response thermal management by heterogeneous integration of diamond on interposer-based 2.5D chiplets,2026,https://doi.org/10.1016/j.tsep.2026.104790,Thermal Science and Engineering Progress,middle,diamond heat spreader,1,0,16
Zeming Tao,,Xiamen University of Technology,academic,CN,Reliable thermal management of high-power semiconductor lasers based on nano-silver sintering diamonds,2026,https://doi.org/10.1016/j.mtcomm.2025.114613,Materials Today Communications,middle,diamond thermal conductivity substrate,1,0,16
Zetian Mi,0000-0001-9494-7390,University of Michigan,academic,US,Preliminary demonstration of diamond-GaN <i>p–n</i> diodes via grafting,2026,https://doi.org/10.1063/5.0309618,Applied Physics Letters,middle,GaN diamond thermal,1,0,16
Zexiang Zheng,,Huazhong University of Science and Technology,academic,CN,Near-junction cooling technology for SiC power modules driven in-situ by thermoelectric effect,2026,https://doi.org/10.1016/j.applthermaleng.2026.132201,Applied Thermal Engineering,middle,near-junction thermal management,1,0,16
Zhangchi Zhao,,State Key Laboratory of Food Science and Technology,academic,CN,"Microfluidic cooling for high-heat-flux chips: Thermal-path compression, bottleneck migration and near-junction limits",2026,https://doi.org/10.70401/tx.2026.0024,Thermo-X,middle,diamond heat spreader,1,0,16
Zhanpeng Sheng,,Chinese Academy of Sciences,academic,CN,Mitigating the Thermal Bottleneck in Polycrystalline Diamond Films by Gradient ICP Etching of the Nucleation Layer,2026,https://doi.org/10.3390/ma19040759,Materials,middle,diamond thermal conductivity substrate,1,0,16
Zhanpeng Sun,,Wuhan University of Technology,academic,CN,Near-junction thermal management for GaN/diamond HEMTs in extreme environments based on multiscale thermal simulation,2026,https://doi.org/10.1016/j.icheatmasstransfer.2026.111225,International Communications in Heat and Mass Transfer,middle,diamond heat spreader,1,0,16
Zhantao Chen,0000-0003-1954-3868,Cardiovascular Institute of the South,academic,US,Spatiotemporal mapping of anisotropic thermal transport in GaN thin films via ultrafast X-ray diffraction,2026,https://doi.org/10.1038/s41467-026-75414-w,Nature Communications,middle,thermal boundary resistance GaN,1,0,16
Zhaorun Dong,,Information Technology Institute,academic,EG,Growth evolution and stress distribution in heteroepitaxial diamond with laser-patterned templates,2026,https://doi.org/10.1080/26941112.2026.2670053,Functional Diamond,middle,single crystal diamond MPCVD,1,0,16
Zhaozheng Yi,,Chinese Academy of Sciences,academic,CN,Design and Co-Simulation of an Integrated Thin-Film Lithium Niobate Optical Frequency Comb for SDM Interconnects,2026,https://doi.org/10.3390/photonics13050410,Photonics,middle,co-packaged optics thermal,1,0,16
Zhe Yang,0000-0002-0695-9015,Zhengzhou University of Aeronautics,academic,CN,Preparation of high thermal conductivity diamond/copper composites by dynamic pressure infiltration,2026,https://doi.org/10.1016/j.jmrt.2026.07.090,Journal of Materials Research and Technology,middle,copper diamond composite,1,0,16
Zheling Li,0000-0001-8412-0234,Chongqing University,academic,CN,Tuning atomic structure of single-crystalline diamond surfaces by femtosecond laser for enhanced heat transfer,2026,https://doi.org/10.1063/5.0314498,Applied Physics Letters,middle,diamond thermal conductivity substrate,1,0,16
Zhen Hu,,Nanjing University of Posts and Telecommunications,academic,CN,Thermal–Electrical Fusion for Real-Time Condition Monitoring of IGBT Modules in Transportation Systems,2026,https://doi.org/10.3390/mi17020154,Micromachines,middle,power module baseplate thermal,1,0,16
Zhen Huang,0000-0003-4581-1547,Anhui University,academic,CN,An Enhanced Electromagnetic-Thermal Multiphysics Coupling Scheme With a Subgridding Algorithm for Chiplet Architecture Simulation,2026,https://doi.org/10.1109/tap.2026.3681335,IEEE Transactions on Antennas and Propagation,middle,chiplet package thermal,1,0,16
Zhen Liu,,Zhengzhou University of Aeronautics,academic,CN,"Effect of sintering temperature on the microstructure, composition, and heat transfer of the GaN/diamond interface",2026,https://doi.org/10.1016/j.ijheatmasstransfer.2026.128447,International Journal of Heat and Mass Transfer,middle,GaN diamond thermal,1,0,16
Zheng Zhang,,Beijing Microelectronics Technology Institute,academic,CN,β-Ga2O3 diodes with ultra-high surge current enabled by Ag/AMB-AlN flip-chip packaging,2026,https://doi.org/10.1016/j.jnlest.2026.100347,Journal of Electronic Science and Technology,middle,wide bandgap power device packaging,1,0,16
Zhenghao Chen,0000-0002-5296-4915,Peking University,academic,CN,High-mobility AlGaN/GaN heterostructures directly grown on diamond (111) substrates using a high-temperature physical-vapor-deposition AlN nucleation layer,2026,https://doi.org/10.1063/5.0315800,Applied Physics Letters,middle,GaN diamond thermal,1,0,16
Zhengjie Fan,0000-0002-7106-8470,Xi'an Jiaotong University,academic,CN,The role of metal interlayer microstructure in thermal transport across diamond/GaN heterointerfaces,2026,https://doi.org/10.1016/j.apsusc.2026.167514,Applied Surface Science,middle,GaN diamond thermal,1,0,16
Zhengyi Zhang,,Zhengzhou University of Aeronautics,academic,CN,"Effect of sintering temperature on the microstructure, composition, and heat transfer of the GaN/diamond interface",2026,https://doi.org/10.1016/j.ijheatmasstransfer.2026.128447,International Journal of Heat and Mass Transfer,middle,GaN diamond thermal,1,0,16
Zhenhui Chen,,Ji Hua Laboratory,academic,CN,Novel interfacial modification for enhancing thermal properties of TiC @diamond/Cu composites,2026,https://doi.org/10.1080/1536383x.2026.2618592,Fullerenes Nanotubes and Carbon Nanostructures,middle,copper diamond composite,1,0,16
Zhenping Wu,,Beijing University of Posts and Telecommunications,academic,CN,"High-performance BDD/Ga2O3 heterojunction temperature sensor with enhanced sensitivity, wide temperature range, and robust anti-interference capabilities",2026,https://doi.org/10.1016/j.jallcom.2026.188576,Journal of Alloys and Compounds,middle,GaN diamond thermal,1,0,16
Zhenxin Duan,0000-0002-4488-0578,Changchun University of Technology,academic,CN,Effect of nickel-coated diamond on the thermal conductivity of copper matrix composites,2026,https://doi.org/10.1016/j.jmrt.2026.01.112,Journal of Materials Research and Technology,middle,copper diamond composite,1,0,16
Zhexing Duan,,Southeast University,academic,CN,Optical cooling by interfacial charge transfer in 2D heterostructures,2026,https://doi.org/10.1038/s41586-026-10662-w,Nature,middle,near-junction thermal management,1,0,16
Zhi Cao,0009-0004-0579-517X,Wuhan University of Technology,academic,CN,Thermal conductivity of highly-textured growth of free-standing 3-inch diamond wafers,2026,https://doi.org/10.1016/j.diamond.2026.113920,Diamond and Related Materials,middle,diamond heat spreader,1,0,16
Zhichun Yang,,Xidian University,academic,CN,Van der Waals epitaxy of β-Ga2O3 films on polycrystalline diamond substrates enabled by graphene interlayer for efficient thermal management,2026,https://doi.org/10.1016/j.diamond.2026.114026,Diamond and Related Materials,middle,diamond thermal conductivity substrate,1,0,16
Zhiheng Fang,,Institute of Plasma Physics,academic,CN,Fabrication and characterization of liquid deuterium equation-of-state target for Shenguang-II laser facility,2026,https://doi.org/10.1140/epjs/s11734-026-02416-6,The European Physical Journal Special Topics,middle,copper diamond composite,1,0,16
Zhihong Liu,,Xidian University,academic,CN,Microchannel Cooling for Performance Enhancement of GaN-on-Si HEMT With a Low R <sub>j-a</sub> of 13.5 K/W,2026,https://doi.org/10.1109/jeds.2026.3658238,IEEE Journal of the Electron Devices Society,middle,GaN HEMT thermal management,1,0,16
Zhihui Wang,,Harbin University of Science and Technology,academic,CN,Microstructural evolution and mechanical performance of transient liquid phase bonded Ni/Cu foam (Sn-infiltrated)/Ni joints,2026,https://doi.org/10.1016/j.microrel.2026.116122,Microelectronics Reliability,middle,wide bandgap power device packaging,1,0,16
Zhiqiang Li,0000-0002-6942-1642,Institut des Sciences Moléculaires,academic,FR,Tremella‐Inspired Wrinkled 1T‐MoS <sub>2</sub> @BN for Efficient Thermal Management and Microwave Absorption,2026,https://doi.org/10.1002/adfm.75355,Advanced Functional Materials,middle,near-junction thermal management,1,0,16
Zhiqiang Wang,,Zhengzhou University,academic,CN,Effect of the etched pattern density on the thermal boundary conductance of diamond-copper composite materials,2026,https://doi.org/10.1016/j.surfin.2026.108664,Surfaces and Interfaces,middle,copper diamond composite,1,0,16
Zhiwei Fu,,University of Jinan,academic,CN,Tremella‐Inspired Wrinkled 1T‐MoS <sub>2</sub> @BN for Efficient Thermal Management and Microwave Absorption,2026,https://doi.org/10.1002/adfm.75355,Advanced Functional Materials,middle,near-junction thermal management,1,0,16
Zhiwen Chen,,Wuhan University of Technology,academic,CN,"Wafer Warpage of Silicon Interposer in Manufacturing Processes for High Density 2.5D Advanced Packaging: Causes, Measurement, Analysis and Optimization",2026,https://doi.org/10.1016/j.fmre.2026.05.008,Fundamental Research,middle,chiplet package thermal,1,0,16
Zhixin Zhu,,Zhejiang University,academic,CN,Effect of coupled/decoupled turbine guide vanes on reverse-flow combustor and mechanisms of bend-induced hot-streak bias,2026,https://doi.org/10.1016/j.ast.2026.112490,Aerospace Science and Technology,middle,near-junction thermal management,1,0,16
Zhixing Wang,,Qingdao University,academic,CN,Thermal Performance Regulation of Copper-Diamond Composites: A Mini Review,2026,https://doi.org/10.30919/es2443,Engineered Science,middle,diamond thermal conductivity substrate,1,0,16
Zhiyong Guo,,Xuchang University,academic,CN,Micro-nano undulation regulated interfacial thermal transport in diamond-copper composite,2026,https://doi.org/10.1016/j.diamond.2026.113890,Diamond and Related Materials,middle,copper diamond composite,1,0,16
Zhiyu He,,Institute of Plasma Physics,academic,CN,Fabrication and characterization of liquid deuterium equation-of-state target for Shenguang-II laser facility,2026,https://doi.org/10.1140/epjs/s11734-026-02416-6,The European Physical Journal Special Topics,middle,copper diamond composite,1,0,16
Zhiyuan Zhu,,Henan Academy of Sciences,academic,CN,Effect of carbide interface layer construction on the interface structure and thermal conductivity of diamond/copper composites,2026,https://doi.org/10.1016/j.ijrmhm.2026.107849,International Journal of Refractory Metals and Hard Materials,middle,copper diamond composite,1,0,16
Zhong Jinghuan,,Southwest Jiaotong University,academic,CN,Understanding the hydrogen-driven atomic removal mechanism of diamond surface: Pathway to novel polishing methodology,2026,https://doi.org/10.1016/j.carbon.2026.121938,Carbon,middle,diamond thermal conductivity substrate,1,0,16
Zhonghao Li,,Southeast University,academic,CN,"Microscopic Mechanism of Glass Surface Activation, Annealing and Etching on Glass–Ti/Cu Interfacial Adhesion",2026,https://doi.org/10.3390/mi17070836,Micromachines,middle,chiplet package thermal,1,0,16
Zhongliang Liu,,Xiamen University of Technology,academic,CN,Reliable thermal management of high-power semiconductor lasers based on nano-silver sintering diamonds,2026,https://doi.org/10.1016/j.mtcomm.2025.114613,Materials Today Communications,middle,diamond thermal conductivity substrate,1,0,16
Zhongying Xue,,Shanghai Institute of Microsystem and Information Technology,academic,CN,Transfer printing of silicon-on-diamond with low thermal boundary resistance,2026,https://doi.org/10.35848/1347-4065/ae51d7,Japanese Journal of Applied Physics,middle,diamond thermal conductivity substrate,1,0,16
Zi Wang,0000-0002-7361-1406,Harbin University of Science and Technology,academic,CN,Synthesis and Thermal/ElectricalProperties of Propynyl-ContainingDifunctional Biomass-Based Epoxy Resins,2026,https://doi.org/10.1021/acsapm.6c01904,ACS Applied Polymer Materials,middle,wide bandgap power device packaging,1,0,16
Zi-Qi Zhou,,Kunming University of Science and Technology,academic,CN,Design and Multiphysics Simulation of a Mo/Cu/W Composite Substrate Stage for MPCVD Diamond Deposition,2026,https://doi.org/10.1088/1674-1056/ae43c7,Chinese Physics B,middle,copper diamond composite,1,0,16
Zichen Zhang,0009-0001-2655-7179,Shanxi University,academic,CN,Tuning atomic structure of single-crystalline diamond surfaces by femtosecond laser for enhanced heat transfer,2026,https://doi.org/10.1063/5.0314498,Applied Physics Letters,middle,diamond thermal conductivity substrate,1,0,16
Zichen Zhang,0000-0001-6874-4370,Virginia Tech,academic,US,A megawatt ultra-wide bandgap semiconductor module for pulsed power electronics,2026,https://doi.org/10.1038/s41467-026-71274-6,Nature Communications,middle,wide bandgap power device packaging,1,0,16
Zichen Zhao,0009-0000-9546-3101,Institute of Microelectronics,academic,SG,"Review on ultrathin-barrier AlGaN(&lt;6 nm)/GaN enhancement-mode technology: concept, device fabrication, and integration prospects",2026,https://doi.org/10.1088/1361-6463/ae634c,Journal of Physics D Applied Physics,middle,GaN HEMT thermal management,1,0,16
Zicheng Sa,,Harbin Institute of Technology,academic,CN,Data-driven acceleration of cross-scale thermo-mechanical fatigue assessment for chiplet packages,2026,https://doi.org/10.1016/j.matdes.2026.116084,Materials & Design,middle,chiplet package thermal,1,0,16
Zicong Huang,,Guangdong University of Technology,academic,CN,Preparation and Cutting Performance of Diamond-Coated Microdrills for Microhole Machining in High-Frequency Microwave Printed Circuit Boards,2026,https://doi.org/10.1016/j.cjme.2026.100356,Chinese Journal of Mechanical Engineering,middle,copper diamond composite,1,0,16
Zifeng Ding,,Sun Yat-sen University,academic,CN,In-situ reduction enabled anti-oxidation sintering of copper paste in air for power module packaging,2026,https://doi.org/10.1016/j.matchar.2026.116325,Materials Characterization,middle,wide bandgap power device packaging,1,0,16
Zihan Ke,,Beijing Institute of Technology,academic,CN,Hard constraint projection enhanced neural operator with hybrid sampling for chiplet system thermal analysis,2026,https://doi.org/10.1016/j.microrel.2026.116207,Microelectronics Reliability,middle,chiplet package thermal,1,0,16
Zihan Wei,0000-0002-4127-5778,Shandong University,academic,CN,Diamond-integrated n-type SiC composite substrate for improved heat dissipation and current conduction,2026,https://doi.org/10.1016/j.matlet.2026.141384,Materials Letters,middle,diamond heat spreader,1,0,16
Zihan Yang,0009-0006-3618-662X,Shanghai Maritime University,academic,CN,Advanced Chip-Level Thermal Management Technologies for High-Power Integrated Processors: A Review,2026,https://doi.org/10.3390/en19143304,Energies,middle,near-junction thermal management,1,0,16
Zihan Zhang,0000-0002-4184-1581,Delft University of Technology,academic,NL,Co-packaged electronics with microfluidics for direct-to-package cooling,2026,https://doi.org/10.1038/s44172-026-00620-9,Communications Engineering,middle,chiplet package thermal,1,0,16
Zijie Pan,,Shanghai Institute of Microsystem and Information Technology,academic,CN,Transfer printing of silicon-on-diamond with low thermal boundary resistance,2026,https://doi.org/10.35848/1347-4065/ae51d7,Japanese Journal of Applied Physics,middle,diamond thermal conductivity substrate,1,0,16
Zijing Xie,,South China University of Technology,academic,CN,Thermal Behavior of GaN HEMTs With Fe and C Doped Buffer,2026,https://doi.org/10.1109/ted.2026.3673627,IEEE Transactions on Electron Devices,middle,GaN HEMT thermal management,1,0,16
Zishuo Dong,,Xidian University,academic,CN,Recent progress on GaN-on-GaN technology for RF applications,2026,https://doi.org/10.1088/1361-6463/ae74df,Journal of Physics D Applied Physics,middle,GaN HEMT thermal management,1,0,16
Ziyue Zhou,,Harbin Institute of Technology,academic,CN,How does collective hydrodynamic phonon transport impact interfacial thermal conductance,2026,https://doi.org/10.1016/j.mtphys.2026.102127,Materials Today Physics,middle,near-junction thermal management,1,0,16
zhimin chang,0000-0002-7247-9706,Wuhan University of Technology,academic,CN,Novel interfacial modification for enhancing thermal properties of TiC @diamond/Cu composites,2026,https://doi.org/10.1080/1536383x.2026.2618592,Fullerenes Nanotubes and Carbon Nanostructures,middle,copper diamond composite,1,0,16
Андрей Янюшкин,0000-0002-5744-8987,Chuvash State University,academic,RU,Formation of the cutting relief of a metal-bonded diamond wheel through continuous electrochemical dressing in combined electro-diamond grinding of composite materials: toward the development of hybrid machine tool equipment,2026,https://doi.org/10.17212/1994-6309-2026-28.2-119-135,Metal Working and Material Science,middle,copper diamond composite,1,0,16
胡传宏,,Guangdong University of Technology,academic,CN,Preparation and Cutting Performance of Diamond-Coated Microdrills for Microhole Machining in High-Frequency Microwave Printed Circuit Boards,2026,https://doi.org/10.1016/j.cjme.2026.100356,Chinese Journal of Mechanical Engineering,middle,copper diamond composite,1,0,16
赵炯,,Zhengzhou Institute of Machinery,academic,CN,Effect of carbide interface layer construction on the interface structure and thermal conductivity of diamond/copper composites,2026,https://doi.org/10.1016/j.ijrmhm.2026.107849,International Journal of Refractory Metals and Hard Materials,middle,copper diamond composite,1,0,16
김해천,,Chung-Ang University,academic,KR,Device-level co-integration of direct liquid cooling in GaN-on-SiC RF HEMTs,2026,https://doi.org/10.1007/s12206-026-0464-x,Journal of Mechanical Science and Technology,middle,GaN HEMT thermal management,1,0,16
A. Arisi,,Whitney Museum of American Art,academic,US,Thermal Performance Comparisons of Advanced Cooling Designs Under Engine Representative Conditions,2025,https://doi.org/10.1115/1.4069495,Journal of Turbomachinery,middle,diamond heat spreader,1,0,16
A. M. Abdel-Baset,0000-0001-5492-4944,University of Bisha,academic,SA,"Dual-Stimuli Responsive V <sub>4</sub> O <sub>7</sub> Thin Films: Electrochromic and Thermochromic Modulation of Structural, Optical, and Electronic Properties",2025,https://doi.org/10.1166/jno.2025.3774,Journal of Nanoelectronics and Optoelectronics,middle,diamond thermal conductivity substrate,1,0,16
A. Raja Annamalai,,Vellore Institute of Technology University,academic,IN,Synthesis and Kinetics of Vanadium and Niobium Carbide coatings on Diamond nanoparticles using Vacuum-Assisted Molten Salt Synthesis,2025,https://doi.org/10.1016/j.diamond.2024.111917,Diamond and Related Materials,middle,copper diamond composite,1,0,16
A. Razia Sulthana,0000-0001-5331-1310,University of Greenwich,academic,GB,Modelling the fatigue damage in power components using machine learning technology,2025,https://doi.org/10.1016/j.pedc.2025.100079,Power Electronic Devices and Components,middle,IGBT module thermal fatigue,1,0,16
A.F. Kirichenko,0000-0002-0631-3257,Seqwater,academic,AU,Single Flux Quantum Circuit Operation at Millikelvin Temperatures,2025,https://doi.org/10.1109/tasc.2025.3639528,IEEE Transactions on Applied Superconductivity,middle,near-junction thermal management,1,0,16
A.S. Augustine Fletcher,0000-0002-5374-8149,SRM Institute of Science and Technology,academic,IN,Recent advancement in β-Ga2O3 MOSFETs: From material growth to device architectures for high-power electronics,2025,https://doi.org/10.1016/j.mee.2025.112359,Microelectronic Engineering,middle,diamond heat spreader,1,0,16
Abdul Basit Mirza,0000-0003-4781-9657,Stony Brook University,academic,US,"Co-Design Framework for High Power, Medium-/High-Voltage WBG Power Modules: Case Study With 3.3-kV/200-A Wire-Bonded Low-Inductance SiC Half-Bridge Module",2025,https://doi.org/10.1109/jestpe.2025.3616261,IEEE Journal of Emerging and Selected Topics in Power Electronics,middle,wide bandgap power device packaging,1,0,16
Abid Ullah,,Donghua University,academic,CN,Interface-Driven Electrothermal Degradation in GaN-on-Diamond High Electron Mobility Transistors,2025,https://doi.org/10.3390/nano15141114,Nanomaterials,middle,diamond thermal conductivity substrate,1,0,16
Adam Corbier,,McGill University,academic,CA,Thermal Simulator for Advanced Packaging and Chiplet-Based Systems,2025,https://doi.org/10.1109/tvlsi.2025.3545604,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,middle,chiplet package thermal,1,0,16
Adam Weis,0000-0003-0211-5621,Seqwater,academic,AU,Single Flux Quantum Circuit Operation at Millikelvin Temperatures,2025,https://doi.org/10.1109/tasc.2025.3639528,IEEE Transactions on Applied Superconductivity,middle,near-junction thermal management,1,0,16
Adrian Pyke,,Binghamton University,academic,US,Die Attach and Thermal Cycling of Additively Manufactured Quad Flat No Lead Die Daisy Chain on Curved Alumina Substrate,2025,https://doi.org/10.4071/001c.147109,IMAPSource Proceedings,middle,die attach thermal resistance,1,0,16
Agata Lisinska‐Czekaj,,Gdańsk University of Technology,academic,PL,Defect‐Induced Effects in Low‐Dimensional and Novel Materials,2025,https://doi.org/10.1002/pssb.202500524,physica status solidi (b),middle,diamond thermal conductivity substrate,1,0,16
Ahamed Raihan,,,unknown,,Dielectric properties of conducting boron-doped diamond,2025,https://doi.org/10.1364/ao.576402,Applied Optics,middle,diamond thermal conductivity substrate,1,0,16
Ahsan Imran,,Nanjing University of Aeronautics and Astronautics,academic,CN,Preparation of copper-based diamond microstructure with high-quality surface by laser chemical milling,2025,https://doi.org/10.1016/j.surfin.2025.107134,Surfaces and Interfaces,middle,copper diamond composite,1,0,16
Aijie Ma,0000-0002-1031-392X,Xi'an Technological University,academic,CN,Research progress in interface optimization and preparation technology of high thermal conductivity diamond/copper composite materials,2025,https://doi.org/10.3389/fmats.2025.1582990,Frontiers in Materials,middle,copper diamond composite,1,0,16
